cod_ibge;municipio;state;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
4316436;Saldanha Marinho ;RS;31522;61422;55395;32636;40215;50895;60903;68879;64711;79777;60165;119503;105230;119259;146044;137728;164532
4316451;Salto do Jacuí ;RS;336119;218682;218413;202694;359929;473107;509762;467026;438446;410907;308407;238069;236673;471099;572270;619014;804656
4316477;Salvador das Missões ;RS;19007;31301;27026;24857;25991;36510;42727;47654;59579;67500;70516;84730;87126;98891;111600;116099;123685
4316501;Salvador do Sul ;RS;85026;108586;116513;123469;138168;148345;157722;171860;169695;200020;204047;256098;268183;270128;273132;289990;281333
4316600;Sananduva ;RS;125830;179166;175547;156029;178950;207904;249481;248386;278521;324791;354746;430210;445270;461218;511983;526825;597968
4316709;Santa Bárbara do Sul ;RS;137252;250178;211400;128337;163523;200762;242724;262267;263234;340281;342775;529098;490590;544830;669961;585626;787040
4316733;Santa Cecília do Sul ;RS;14245;21544;21206;13850;21312;23962;32295;28451;35138;44352;38418;59167;64464;64676;73892;69165;75301
4316758;Santa Clara do Sul ;RS;79243;73458;78952;76455;74487;81303;76979;74862;90470;118011;125761;161392;218576;218324;221437;247646;267037
4316808;Santa Cruz do Sul ;RS;2211136;2336847;2752003;2640576;2795947;2881186;3149779;3666066;4176628;4845317;5445970;6706272;7984011;7764004;8180550;8364420;9485198
4316907;Santa Maria ;RS;1601226;1833248;2084860;2258371;2500203;2889698;3178538;3445348;4006384;4573098;5041019;5755138;6475898;6357859;6703663;7213745;7793975
4316956;Santa Maria do Herval ;RS;39295;48590;53417;58791;65049;69638;83319;93732;123943;126017;135794;170699;177601;209108;207184;190770;192348
4316972;Santa Margarida do Sul ;RS;32894;50437;47713;34242;38485;50794;62828;61884;91181;78739;70430;128551;130708;181592;184070;178699;226963
4317004;Santana da Boa Vista ;RS;30116;36056;40157;38591;45884;59456;65225;68703;73889;84275;91245;115205;130848;166138;191598;168893;188752
4317103;Sant'Ana do Livramento ;RS;416280;455404;500505;546311;576810;654067;727294;747985;873868;982737;1115493;1319803;1459030;1901570;2312633;2586304;2631507
4317202;Santa Rosa ;RS;585137;748750;817149;744303;752506;926112;1302612;1223615;1486462;1725444;2084147;2245086;2331511;2407654;2597035;2824253;2997013
4317251;Santa Tereza ;RS;14045;17074;19896;18916;19805;18898;20125;21672;23491;25711;26719;31315;35661;36651;36612;40299;37497
4317301;Santa Vitória do Palmar ;RS;215865;288424;330057;290519;271074;284816;419010;389631;450869;447837;505974;639803;787276;834575;899586;944571;1344185
4317400;Santiago ;RS;238497;281810;299617;312091;342345;393421;450097;455367;547609;634449;682186;852813;959555;1087456;1199378;1276635;1442761
4317509;Santo Ângelo ;RS;505665;706691;731447;750378;804857;890993;1052913;1015576;1203996;1364097;1422381;1758880;1872948;2033730;2212878;2340762;2649084
4317558;Santo Antônio do Palma ;RS;15795;18615;16593;13028;19794;25786;32097;31261;35973;43460;47035;63137;71173;70628;68143;80811;89045
4317608;Santo Antônio da Patrulha ;RS;205853;246545;266999;289887;307149;401114;489101;487312;573106;618274;722521;965228;1060835;1063289;1130283;1288248;1274746
4317707;Santo Antônio das Missões ;RS;52511;100325;75756;64135;73651;106133;116343;118133;149619;164886;131757;227271;228609;278811;307520;321713;380408
4317756;Santo Antônio do Planalto ;RS;31179;46926;45003;26843;39158;40209;48626;44035;53061;60456;51354;87681;76154;91021;102984;93393;111507
4317806;Santo Augusto ;RS;127209;203996;174579;138386;138099;180199;205127;211468;244638;305899;273667;410087;407133;466559;513984;535121;554970
4317905;Santo Cristo ;RS;153995;195124;189345;182765;214461;276439;291269;253365;274500;290517;313332;390584;407400;429499;486783;524974;569916
4317954;Santo Expedito do Sul ;RS;13608;20214;17639;12186;17611;23856;34703;31650;34997;38291;37671;53461;58846;62075;71000;66646;74404
4318002;São Borja ;RS;400819;556741;563184;537088;587855;657606;760643;853407;982265;1058720;1195038;1481005;1505300;1613083;1683002;1762674;1905564
4318051;São Domingos do Sul ;RS;17060;19727;20734;16885;20339;23852;30715;26772;33589;38573;38511;48017;55439;59431;61996;63680;65009
4318101;São Francisco de Assis ;RS;86355;121956;114507;115326;132881;149586;165292;178189;188821;215020;225765;321504;338516;371758;437161;447033;494105
4318200;São Francisco de Paula ;RS;190520;185582;222599;198259;226267;234796;249789;255349;326081;339803;359099;413272;455103;526674;654796;574174;614630
4318309;São Gabriel ;RS;389240;468009;505934;490133;537768;667000;766303;845668;996980;874641;945652;1181748;1274981;1504428;1607638;1742748;1841546
4318408;São Jerônimo ;RS;141395;168655;189788;209516;234091;246616;275730;285488;346806;360464;397588;418310;486950;535063;571731;562845;582104
4318424;São João da Urtiga ;RS;23289;33495;33453;25880;32557;41994;50945;49663;61366;71252;77142;100909;116418;113945;121198;120807;132767
4318432;São João do Polêsine ;RS;14286;19656;20342;18307;21903;21432;29671;29342;29942;36358;38822;52465;64357;69234;71177;73452;75387
4318440;São Jorge ;RS;20572;26439;28317;24005;31256;35344;40882;40126;43726;49583;50888;63497;68869;73653;83238;81906;85329
4318457;São José das Missões ;RS;10363;19550;16949;12179;16616;19646;25722;22277;30873;33771;31630;45645;47799;50914;58074;51100;59768
4318465;São José do Herval ;RS;11956;15585;15464;15870;18699;20466;22544;23770;26427;32119;33335;41515;44009;42866;48803;49053;44948
4318481;São José do Hortêncio ;RS;32624;31977;31417;34550;36942;35342;51127;55274;77234;85357;93015;98606;119050;122166;121001;115497;122017
4318499;São José do Inhacorá ;RS;27885;20702;25190;18926;21766;23325;25819;26748;37786;43702;45698;64329;73004;72591;80770;101098;95592
4318507;São José do Norte ;RS;85362;87725;98311;105789;124088;138760;168902;168581;205442;207602;237535;268277;318862;351616;343118;422275;813317
4318606;São José do Ouro ;RS;57846;84691;71529;58502;79102;97595;112426;104390;158343;177174;180172;224328;257755;242010;331857;258448;291614
4318614;São José do Sul ;RS;21865;17907;25572;18451;20280;22545;24598;25336;30467;34915;39999;45462;52857;55062;70554;62529;60150
4318622;São José dos Ausentes ;RS;21971;25752;23161;30119;35389;38492;45951;47215;60491;47861;56522;76377;76163;93786;105663;86783;90348
4318705;São Leopoldo ;RS;1836150;2075185;2393270;2527382;2704875;3138109;3669354;3733087;4455336;4752951;5323534;5862969;6745534;6931385;7198241;7932255;9002658
4318804;São Lourenço do Sul ;RS;199142;240368;278660;267862;296311;349431;407567;446206;485235;558581;657312;781834;893257;943535;1072593;1093313;1064180
4318903;São Luiz Gonzaga ;RS;209628;297402;268147;256334;278221;366872;420153;418918;522978;620682;580417;889999;867003;954847;1139003;1142698;1333395
4319000;São Marcos ;RS;158127;168824;190358;208847;221612;250875;275561;313217;408329;441376;488063;547947;592415;624841;628863;750822;849003
4319109;São Martinho ;RS;47939;57957;55379;45320;53995;64082;71017;72276;94956;112764;112333;176121;168009;177960;200725;227247;222582
4319125;São Martinho da Serra ;RS;25302;40299;42904;26584;40889;52110;67476;60274;72328;85144;93540;151422;150088;157883;184554;158740;205925
4319158;São Miguel das Missões ;RS;51168;112762;69265;62207;76276;133095;150770;154897;189716;225196;133919;360437;333621;379833;480185;428359;518371
4319208;São Nicolau ;RS;24476;38166;29323;28727;32660;40084;49398;47317;60154;65973;66285;93417;91599;116374;135518;131303;155602
4319307;São Paulo das Missões ;RS;30973;43726;40584;37254;45952;56407;63047;63363;75343;81554;82306;111861;114276;122726;146406;149744;162244
4319356;São Pedro da Serra ;RS;14670;18276;20469;22309;25097;26853;28195;29955;33053;36846;46702;57277;59913;63212;66089;73108;79842
4319364;São Pedro das Missões ;RS;7519;12162;13979;9220;13979;18315;22575;18911;24120;27781;26049;40488;51934;57250;67572;58529;71366
4319372;São Pedro do Butiá ;RS;16511;29262;24351;25723;28978;40102;49220;46701;49810;54304;50670;66767;70346;76963;93086;91612;102134
4319406;São Pedro do Sul ;RS;87026;102657;112728;112449;125734;132258;155312;162991;182866;204594;208134;269107;303784;318109;347000;370250;397931
4319505;São Sebastião do Caí ;RS;153330;173440;190188;219772;242037;269893;297412;321560;389760;432781;471974;529047;572829;597698;577631;641891;701699
4319604;São Sepé ;RS;170575;239222;241345;189141;213659;252849;301782;320242;328887;367201;407242;552217;649801;694728;768337;824804;805172
4319703;São Valentim ;RS;21252;32252;32961;26888;33008;42764;50345;44152;56726;62382;58964;72774;82812;84271;92488;87610;91182
4319711;São Valentim do Sul ;RS;17466;22656;38985;51151;57282;55793;49475;35869;38531;37999;37033;42658;46131;48875;51083;54928;68493
4319737;São Valério do Sul ;RS;11716;19935;15434;10940;12874;20799;22708;24827;27286;32455;25740;47377;44362;48448;59996;52905;55405
4319752;São Vendelino ;RS;22528;24607;25071;26452;27478;28933;34771;28679;32137;45565;62760;70980;53198;59471;62957;68796;75827
4319802;São Vicente do Sul ;RS;52114;65387;69224;61554;63294;77520;89064;96336;101807;112420;121668;172568;213337;230069;222294;227905;274618
4319901;Sapiranga ;RS;546718;622490;716769;758425;800242;833356;1140178;1163501;1571774;1682676;1956532;2120574;2495945;2844423;2879302;3089008;3312010
4320008;Sapucaia do Sul ;RS;779886;945536;1091028;1313186;1503928;1612567;1767535;1875444;2242808;2297725;2608732;2625020;2911181;3017906;2792945;3083371;3391582
4320107;Sarandi ;RS;170568;235789;236361;235291;272615;291467;341624;354233;449684;508086;542404;611702;712313;754853;783973;853505;919707
4320206;Seberi ;RS;54254;78634;68746;61981;78514;101487;116173;120537;152152;183057;182263;259528;268561;299623;323865;314504;357772
4320230;Sede Nova ;RS;19374;29577;27785;20697;28587;37381;41142;41069;49861;56471;55244;82143;80743;83304;90393;90128;100496
4320263;Segredo ;RS;31313;37864;38291;37412;44576;48529;61050;60490;73685;79638;83597;107417;110462;120284;117837;131734;130978
4320305;Selbach ;RS;52519;83587;76984;60281;70135;82286;103006;98808;118424;119278;127829;170756;181680;188394;215172;215257;240209
4320321;Senador Salgado Filho ;RS;15484;30006;24415;17616;23235;32459;33953;38190;43134;53475;43496;70874;72615;80325;93295;80300;91628
4320354;Sentinela do Sul ;RS;21095;25878;25326;21416;25426;27608;35389;37779;47026;51138;60488;72788;81324;78162;91810;83668;81447
4320404;Serafina Corrêa ;RS;126618;144151;160042;171079;189715;252355;288832;305484;364123;384257;432600;479729;572883;577077;608893;619437;663509
4320453;Sério ;RS;13406;16113;17929;16167;18233;21025;20140;20578;25258;27497;30886;35414;38053;36840;39136;42043;42223
4320503;Sertão ;RS;73374;109565;95595;61349;82826;94370;116330;114900;129825;148767;156120;214093;223704;233357;261628;280183;307201
4320552;Sertão Santana ;RS;34155;51185;55529;46192;52419;52532;67752;70599;81311;93231;107593;118047;132286;149651;177855;216641;236477
4320578;Sete de Setembro ;RS;14729;23038;19147;16286;20843;29994;25758;24850;34429;37785;26221;50735;50510;53475;69667;62059;62937
4320602;Severiano de Almeida ;RS;22794;32222;31501;29895;31102;39546;53149;41150;51093;56681;59169;75671;86362;91357;98532;93042;100716
4320651;Silveira Martins ;RS;11561;13592;14184;11723;14213;16664;20729;23010;25083;27323;28218;40106;41468;46036;51002;48424;53182
4320677;Sinimbu ;RS;68948;82738;85360;78581;80409;80987;91117;101198;110719;125139;128411;162523;178309;182903;196002;197185;194310
4320701;Sobradinho ;RS;75959;90577;98550;112401;127323;142247;173282;179223;218756;215890;237123;304207;312520;323079;354400;374504;363024
4320800;Soledade ;RS;160216;214378;221784;206086;232327;253129;290776;316798;363255;456048;471626;577025;625887;694270;759997;867908;975864
4320859;Tabaí ;RS;33668;33110;36492;24098;26723;31010;33232;37716;46205;48138;68424;67207;74903;80182;76316;69121;81381
4320909;Tapejara ;RS;122364;189945;204594;191374;213379;268626;328089;364723;429588;488900;556135;634319;683784;752294;857070;969699;1126285
4321006;Tapera ;RS;116217;173077;177358;161018;187607;221849;243172;221051;257340;285492;278416;302529;326420;356197;418273;415412;453521
4321105;Tapes ;RS;102125;118569;123326;116843;140678;149071;189919;177214;206604;214463;231774;272362;293788;324782;350695;362052;356167
4321204;Taquara ;RS;284122;316394;365522;411206;417017;464289;528066;568797;774211;831631;924479;1003041;1139267;1205348;1158893;1275866;1306887
4321303;Taquari ;RS;219189;247753;307418;272057;300067;316997;375618;386704;424905;442793;499688;558242;647112;676012;677623;663515;749873
4321329;Taquaruçu do Sul ;RS;15351;21736;21553;19864;23389;27658;30425;29928;38975;40497;43911;79479;82838;85801;99352;108949;116714
4321352;Tavares ;RS;22538;25575;28170;25257;28442;30450;43848;47758;54752;52179;58432;69179;72971;74971;85294;82150;82762
4321402;Tenente Portela ;RS;68984;90225;87064;83220;92503;118045;136533;142008;163289;185285;192602;264242;289900;334380;363137;399270;421623
4321436;Terra de Areia ;RS;32466;37309;42927;56106;57456;63650;72485;72477;88774;94592;118206;136582;156323;185640;202617;208097;224160
4321451;Teutônia ;RS;280528;342922;346039;407062;423890;464281;536283;506406;697408;810585;873674;958225;1029998;1043217;1182113;1294740;1426977
4321469;Tio Hugo ;RS;22791;39447;33285;26303;35372;39188;42020;54581;54105;62812;65854;91495;86330;111712;113353;105293;123112
4321477;Tiradentes do Sul ;RS;32621;46221;39200;32092;33068;43725;45898;49096;59616;71974;75767;97810;100720;110765;124681;124017;125446
4321493;Toropi ;RS;14861;19618;19941;19053;21247;22851;27357;27651;32495;35498;35236;53998;58014;61724;65862;65416;71788
4321501;Torres ;RS;220142;239735;263676;284505;313284;352542;399850;431771;505242;556824;659063;737996;858163;978108;1087933;1107111;1138189
4321600;Tramandaí ;RS;188807;214370;239253;270874;299299;348556;376938;415251;485428;541162;623067;722092;826133;876263;944760;951927;1027972
4321626;Travesseiro ;RS;16467;20531;20406;23913;21754;26862;27963;26552;44431;42180;48377;55107;62418;58725;59793;61335;60430
4321634;Três Arroios ;RS;17214;24356;24031;21371;23046;31384;34760;29519;38522;42696;43156;105347;130637;67831;75841;72121;77973
4321667;Três Cachoeiras ;RS;38612;44315;50529;59560;70194;83334;80027;83760;115972;123448;137996;166401;195343;204828;233997;231086;254215
4321709;Três Coroas ;RS;218530;253821;297131;337719;344644;361109;428391;464865;720061;727441;761002;775405;902764;917349;864139;915626;942723
4321808;Três de Maio ;RS;187228;239797;240643;233505;286587;342284;384222;387408;408324;461693;516644;661342;758429;849516;938685;980796;1086481
4321832;Três Forquilhas ;RS;12670;14530;14828;17164;19127;20312;22550;25352;27446;29220;31718;42154;46039;50946;58197;51204;50905
4321857;Três Palmeiras ;RS;24699;41033;34531;28197;41203;43122;50146;52124;64836;68764;57467;96148;99681;108386;133592;124196;137490
4321907;Três Passos ;RS;169882;241070;234795;238384;245214;274026;301170;314173;380637;412603;486337;545957;591335;665366;721244;786603;826787
4321956;Trindade do Sul ;RS;24105;42206;33768;28091;41524;51667;62706;60363;75700;84669;76110;129219;132621;151153;160393;163437;180273
4322004;Triunfo ;RS;2308452;3264947;4306819;4899413;4621359;5228138;4897073;4657360;5670541;5232776;5593389;5877459;5104151;7479634;7653373;8762414;8885017
4322103;Tucunduva ;RS;53518;71085;63416;53673;63497;80753;89021;100066;108793;126162;115344;154298;173440;175756;202642;201850;217090
4322152;Tunas ;RS;16876;22288;24147;19611;26951;28473;38431;36504;41433;48762;39367;63643;64688;71330;69622;84803;80213
4322186;Tupanci do Sul ;RS;11496;17141;14042;9966;14047;17208;20519;18536;25546;26781;28350;38839;42681;38846;46565;45021;52331
4322202;Tupanciretã ;RS;212299;426016;328546;213747;305378;388056;514550;549555;535175;690419;575513;998375;934684;1017709;1165022;1087289;1281990
4322251;Tupandi ;RS;32439;40710;44896;43473;56978;69834;91035;119922;183648;203279;267971;314851;368013;419802;397430;448417;500718
4322301;Tuparendi ;RS;62588;94855;81247;64179;81372;99832;108626;120131;137988;156138;146375;207140;221302;238077;275416;266777;295762
4322327;Turuçu ;RS;43185;53112;45627;39560;38765;48883;42956;39009;42963;44788;53750;71944;79927;82561;88178;97356;96552
4322343;Ubiretama ;RS;13376;22353;18207;13809;17013;22408;23026;25696;28613;33112;29875;44889;48108;50040;60210;58189;63259
4322350;União da Serra ;RS;17708;31630;30693;26309;29186;32113;41921;36500;30784;32625;28666;44234;48571;50187;55342;50886;51758
4322376;Unistalda ;RS;11890;17717;15588;14427;19147;22740;23615;23642;29289;31328;28964;44845;45757;54071;62120;59700;68336
4322400;Uruguaiana ;RS;756738;882626;989178;958435;1054140;1096214;1327734;1389972;1518547;1569261;1803992;2094172;2295321;2626713;2609550;2801210;2771361
4322509;Vacaria ;RS;443074;544477;586926;565526;690191;763857;867352;905175;1214765;1198960;1387675;1661302;1746093;1925545;2068242;2192253;2256728
4322525;Vale Verde ;RS;20365;24181;29244;23959;30406;33408;37538;38156;40318;43316;59436;64158;70755;73844;79788;76569;76342
4322533;Vale do Sol ;RS;66508;92657;103213;91246;99715;100346;112653;161178;210211;173750;163133;196373;209694;217659;223347;226335;222662
