codigo_ibge;municipio;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
3157807;Santa Luzia ;977;977;780;710;665;535;4;0;83;2;5;26
3157906;Santa Margarida ;3221;3287;3287;3287;3287;3287;2962;3072;2762;875;918;938
3158003;Santa Maria de Itabira ;419;435;434;273;244;357;337;331;343;115;116;194
3158102;Santa Maria do Salto ;640;570;810;830;750;790;740;554;514;270;229;329
3158201;Santa Maria do Suaçuí ;2111;2029;1983;1958;1257;1257;1097;1050;1052;959;909;910
3158300;Santana da Vargem ;1623;1489;1489;1763;1763;2006;1855;1906;1986;7249;2086;2551
3158409;Santana de Cataguases ;184;154;134;134;128;118;120;40;70;32;50;43
3158508;Santana de Pirapama ;1035;1853;3079;3074;697;583;573;612;597;330;320;377
3158607;Santana do Deserto ;125;122;124;112;99;99;99;85;68;155;42;43
3158706;Santana do Garambéu ;868;868;868;868;868;868;878;794;741;218;239;256
3158805;Santana do Jacaré ;161;161;161;159;154;157;153;151;70;70;91;96
3158904;Santana do Manhuaçu ;1845;1995;1995;1995;1995;1995;1785;1799;521;335;333;343
3158953;Santana do Paraíso ;180;212;214;214;341;279;277;254;262;18;22;43
3159001;Santana do Riacho ;603;603;592;298;262;239;209;194;180;40;48;40
3159100;Santana dos Montes ;828;811;813;815;820;815;813;809;824;454;397;404
3159209;Santa Rita de Caldas ;4921;4270;4140;3865;3745;4190;4090;4255;4440;2680;3095;3815
3159308;Santa Rita de Jacutinga ;325;320;170;262;313;918;454;494;427;12;291;336
3159357;Santa Rita de Minas ;321;309;309;338;390;400;588;595;270;344;365;360
3159407;Santa Rita de Ibitipoca ;1760;1760;1760;1760;1460;1760;1745;1770;435;296;285;374
3159506;Santa Rita do Itueto ;1376;1518;1278;1308;1276;1256;986;943;1028;778;79;80
3159605;Santa Rita do Sapucaí ;403;403;464;464;467;467;492;922;900;955;1114;1053
3159704;Santa Rosa da Serra ;1643;1663;1647;1660;615;640;1075;1122;882;335;377;487
3159803;Santa Vitória ;7206;17057;26385;26296;30380;34443;49479;58679;56901;53225;42926;38997
3159902;Santo Antônio do Amparo ;1705;1705;1200;880;810;700;600;603;533;711;699;898
3160009;Santo Antônio do Aventureiro ;321;320;320;338;277;290;279;250;239;30;70;84
3160108;Santo Antônio do Grama ;1903;1917;1917;1918;1942;1976;1158;1048;1006;511;493;507
3160207;Santo Antônio do Itambé ;709;729;614;518;404;397;407;427;405;176;189;451
3160306;Santo Antônio do Jacinto ;1376;1385;1512;1482;1421;1040;1000;1134;994;397;483;381
3160405;Santo Antônio do Monte ;1435;1535;1535;1350;1320;1250;1240;1250;995;482;535;525
3160454;Santo Antônio do Retiro ;1380;1565;1183;1382;1086;1773;1281;1470;2147;1042;1304;1302
3160504;Santo Antônio do Rio Abaixo ;169;257;257;257;267;267;257;224;237;69;87;159
3160603;Santo Hipólito ;1720;1720;2320;2360;720;670;970;1080;770;302;337;330
3160702;Santos Dumont ;819;831;831;752;753;757;295;179;97;156;170;172
3160801;São Bento Abade ;2630;2390;2423;2183;2185;2293;4035;3992;4052;2325;2385;4040
3160900;São Brás do Suaçuí ;1335;1305;1308;1277;1277;1265;1263;1251;1267;80;94;97
3160959;São Domingos das Dores ;350;330;330;393;400;397;397;399;455;200;177;122
3161007;São Domingos do Prata ;3187;3028;2738;2693;2689;2348;2357;2301;2200;467;530;580
3161056;São Félix de Minas ;482;380;705;792;811;717;748;214;185;124;135;123
3161106;São Francisco ;3270;3610;3715;4025;3780;3450;3600;4275;3580;3351;3117;2849
3161205;São Francisco de Paula ;1298;1298;1295;1275;1275;1275;1250;1107;1068;1708;870;809
3161304;São Francisco de Sales ;7738;12672;12722;12740;15055;15055;15335;15190;15000;17472;15983;16963
3161403;São Francisco do Glória ;259;218;212;297;265;293;308;377;273;28;32;40
3161502;São Geraldo ;1421;1419;711;713;443;443;484;391;147;374;400;371
3161601;São Geraldo da Piedade ;437;327;327;320;940;304;284;940;820;108;128;117
3161650;São Geraldo do Baixio ;360;220;220;220;333;211;196;164;139;119;115;220
3161700;São Gonçalo do Abaeté ;10323;10419;9998;10425;6920;8122;6602;7264;9165;10742;10571;10158
3161809;São Gonçalo do Pará ;330;215;215;215;205;250;242;258;168;133;277;278
3161908;São Gonçalo do Rio Abaixo ;536;549;516;494;484;383;403;386;221;344;331;329
3162005;São Gonçalo do Sapucaí ;4427;5177;5140;5140;4860;5760;8007;4640;5622;8227;9355;8540
3162104;São Gotardo ;6500;7141;7176;7520;7398;7360;7875;7853;6043;7119;9761;10709
3162203;São João Batista do Glória ;4153;4830;6230;5840;4852;7000;6650;7070;5646;13653;14563;14483
3162252;São João da Lagoa ;2752;2702;2702;3055;3055;3500;2721;2390;2649;1063;1454;1956
3162302;São João da Mata ;802;803;803;908;766;570;527;744;843;857;1074;861
3162401;São João da Ponte ;4201;4201;4031;5951;7451;6456;4583;4570;2133;2665;2310;2428
3162450;São João das Missões ;1769;1769;1876;1287;1081;1051;1068;544;470;1204;1196;1084
3162500;São João del Rei ;7318;8118;8370;7425;8370;16034;15930;14573;18000;18066;19138;33888
3162559;São João do Manhuaçu ;1075;975;975;975;825;955;943;902;964;547;618;586
3162575;São João do Manteninha ;498;688;533;474;535;453;413;73;73;17;40;114
3162609;São João do Oriente ;449;565;565;290;233;252;262;289;271;34;30;45
3162658;São João do Pacuí ;1491;2536;2536;1880;1880;2050;2319;2209;2376;1506;2096;2121
3162708;São João do Paraíso ;3144;3854;3902;3922;3902;3200;2400;2410;2830;3802;3646;3406
3162807;São João Evangelista ;2966;2354;2261;2184;2695;2693;2513;2398;2435;495;382;399
3162906;São João Nepomuceno ;225;204;192;140;135;123;133;124;106;133;43;48
3162922;São Joaquim de Bicas ;208;137;137;165;166;156;138;116;56;12;20;30
3162948;São José da Barra ;3735;2640;3060;2808;2916;3163;3542;3806;4311;4925;4692;5207
3162955;São José da Lapa ;0;20;20;20;50;50;50;50;50;16;20;20
3163003;São José da Safira ;309;309;309;309;209;325;295;335;245;61;89;108
3163102;São José da Varginha ;874;828;828;828;829;821;906;330;599;106;117;85
3163201;São José do Alegre ;425;450;450;450;405;440;440;426;199;125;232;187
3163300;São José do Divino ;757;550;460;655;510;264;537;488;410;61;72;135
3163409;São José do Goiabal ;296;346;268;250;418;218;518;464;708;998;923;936
3163508;São José do Jacuri ;1628;1494;1412;1320;1070;1337;1257;1266;503;451;466;483
3163607;São José do Mantimento ;271;291;291;291;286;296;286;322;264;114;114;144
3163706;São Lourenço ;21;18;18;18;18;18;18;15;15;6;8;8
3163805;São Miguel do Anta ;1935;1935;1935;2415;2368;2068;1758;1814;1487;1216;932;933
3163904;São Pedro da União ;2219;2219;2219;2269;2519;1404;3022;3078;2681;3815;3913;3263
3164001;São Pedro dos Ferros ;4069;4075;4075;4098;4128;4145;5188;4318;4040;4383;4381;4390
3164100;São Pedro do Suaçuí ;978;942;922;996;954;953;903;882;605;552;529;413
3164209;São Romão ;4512;3207;3207;7313;9559;10333;8736;8795;13230;12570;13602;12207
3164308;São Roque de Minas ;4895;4743;4091;4635;5223;5562;6648;5711;5869;3647;3990;4011
3164407;São Sebastião da Bela Vista ;1172;992;992;785;1075;1025;950;840;808;1410;1462;1285
3164431;São Sebastião da Vargem Alegre ;296;328;381;381;404;398;328;300;297;62;112;112
3164472;São Sebastião do Anta ;673;625;625;571;568;568;557;552;336;298;364;396
3164506;São Sebastião do Maranhão ;2573;2439;2364;2482;2093;2591;2391;2339;665;1017;941;1195
3164605;São Sebastião do Oeste ;1710;1195;1195;1195;525;422;548;390;556;225;278;267
3164704;São Sebastião do Paraíso ;9600;9600;16600;12500;16670;12750;10242;10650;10870;8648;5724;6599
3164803;São Sebastião do Rio Preto ;260;200;196;221;231;195;185;167;192;21;24;52
3164902;São Sebastião do Rio Verde ;368;318;318;278;278;230;440;450;475;367;284;306
3165008;São Tiago ;998;976;932;998;979;763;683;495;448;669;554;1792
3165107;São Tomás de Aquino ;4495;3900;3860;2540;2530;2590;2910;3596;3690;2148;877;1187
3165206;São Thomé das Letras ;4601;4601;3980;3970;3570;3250;3250;3250;3205;819;798;2226
3165305;São Vicente de Minas ;2949;2914;2584;2835;3237;3467;2200;2117;3816;4233;4343;4333
3165404;Sapucaí-Mirim ;468;458;458;483;483;480;480;458;413;20;30;91
3165503;Sardoá ;760;760;760;733;833;729;820;1231;1100;301;260;434
3165537;Sarzedo ;32;2;2;2;2;4;2;1;14;34;35;35
3165552;Setubinha ;1620;1620;1920;1710;1250;1460;1420;1200;565;1466;1412;1280
3165560;Sem-Peixe ;917;824;771;723;1343;660;734;658;878;446;454;463
3165578;Senador Amaral ;1505;1320;1525;1525;1545;1549;1545;1545;1545;368;363;361
3165602;Senador Cortes ;37;56;162;132;122;122;142;126;94;95;40;278
3165701;Senador Firmino ;2669;2585;1957;1287;1210;1209;1129;1087;1119;336;351;501
3165800;Senador José Bento ;1090;910;554;378;510;560;406;408;438;182;301;343
3165909;Senador Modestino Gonçalves ;1675;1435;1435;1514;1098;1048;958;762;691;764;728;842
3166006;Senhora de Oliveira ;1128;648;648;578;588;508;478;460;332;461;497;495
3166105;Senhora do Porto ;285;280;280;280;125;125;105;107;95;122;117;130
3166204;Senhora dos Remédios ;5520;5520;5520;5520;5520;5522;4572;4223;4493;1435;1205;1345
3166303;Sericita ;745;778;778;719;727;663;708;708;615;526;557;517
3166402;Seritinga ;410;420;420;365;365;405;380;380;410;69;91;121
3166501;Serra Azul de Minas ;428;433;392;392;376;364;352;372;142;308;366;187
3166600;Serra da Saudade ;515;565;565;615;153;103;129;77;75;28;20;23
3166709;Serra dos Aimorés ;2762;2755;2765;3165;3417;3074;2798;4350;2738;1870;1927;1937
3166808;Serra do Salitre ;9196;11025;10840;10770;13040;11191;11708;12448;13648;32080;32077;34436
3166907;Serrania ;1759;1786;1976;1796;1719;1785;2060;1263;1774;2972;3338;1607
3166956;Serranópolis de Minas ;1298;1146;1176;1004;722;510;444;451;482;563;388;440
3167004;Serranos ;595;565;565;525;525;285;265;165;340;216;268;305
3167103;Serro ;2464;2534;2535;2395;2350;2321;2261;2371;1125;1095;1045;1179
3167202;Sete Lagoas ;738;975;1344;1344;1247;1057;1056;969;752;286;292;382
3167301;Silveirânia ;120;160;150;150;155;145;169;183;182;94;62;61
3167400;Silvianópolis ;1725;1590;1590;1568;1960;2486;2742;1998;1984;1656;1742;1729
3167509;Simão Pereira ;80;55;71;70;51;47;44;25;26;95;44;41
3167608;Simonésia ;730;2257;2257;2257;1437;2234;2224;2227;774;931;942;948
3167707;Sobrália ;121;121;121;121;163;371;340;140;122;84;87;106
3167806;Soledade de Minas ;536;536;541;541;541;556;516;515;446;830;638;637
3167905;Tabuleiro ;345;345;345;117;115;122;115;154;114;79;74;73
3168002;Taiobeiras ;2350;2163;2002;1934;2047;1785;1793;1781;1810;1582;1403;1488
3168051;Taparuba ;1038;1036;1036;956;936;916;890;272;264;249;186;202
3168101;Tapira ;6450;7050;7300;7250;7075;7090;7090;7000;7440;7770;5891;9712
3168200;Tapiraí ;1685;1875;1875;1655;1655;1665;1766;1703;1703;223;1105;921
3168309;Taquaraçu de Minas ;174;174;154;159;159;170;150;144;119;37;42;42
3168408;Tarumirim ;1847;1971;1971;2009;2009;1792;1692;1922;1120;455;335;329
3168507;Teixeiras ;2018;2018;2018;1051;924;924;922;938;1372;1080;1042;1039
3168606;Teófilo Otoni ;1983;1983;1983;2848;4017;3517;3317;2933;3923;511;517;718
3168705;Timóteo ;32;36;40;35;27;27;22;8;0;0;0;5
3168804;Tiradentes ;504;504;499;462;527;529;347;484;454;33;40;417
3168903;Tiros ;2955;2813;3317;3281;3431;3416;3694;4290;5060;4120;4437;5357
3169000;Tocantins ;272;330;299;250;236;219;275;149;129;358;357;383
3169059;Tocos do Moji ;436;446;446;426;385;372;353;353;351;206;229;255
3169109;Toledo ;908;908;882;882;730;670;620;600;750;432;480;457
3169208;Tombos ;1041;1083;1086;1101;1129;1216;940;261;225;238;273;292
3169307;Três Corações ;13407;13915;14121;13421;16758;20706;22998;22899;23380;19417;21790;33390
3169356;Três Marias ;3735;3735;3401;2716;2362;2366;2366;2425;1479;2422;2314;2977
3169406;Três Pontas ;4840;3360;5365;5365;5750;5937;5970;5835;4350;5415;5873;5951
3169505;Tumiritinga ;429;429;429;429;803;453;453;352;332;183;190;199
3169604;Tupaciguara ;44270;44399;43900;44448;44759;49132;59958;53105;57774;73345;54520;67175
3169703;Turmalina ;1092;1057;972;1018;1149;639;639;719;963;713;577;781
3169802;Turvolândia ;2980;2685;2685;2940;3080;3330;3320;3254;2585;3562;2855;2765
3169901;Ubá ;907;907;927;877;874;885;817;731;781;159;142;466
3170008;Ubaí ;1589;1804;1939;2224;2320;2240;2070;1923;1673;1636;1637;1693
3170057;Ubaporanga ;1163;1233;1233;993;981;1109;908;897;947;578;282;256
3170107;Uberaba ;222001;193831;181423;179340;204866;206857;234445;221186;282770;239666;218060;224406
3170206;Uberlândia ;66474;65387;66300;68637;75256;87070;96945;94909;95914;99429;97265;98261
3170305;Umburatiba ;118;133;120;125;93;120;135;140;78;2;6;14
3170404;Unaí ;191353;198403;200181;220654;232119;243215;253225;247295;247244;268652;228539;241621
3170438;União de Minas ;9961;16277;16277;16277;10049;10049;16339;15874;17393;14210;13420;13490
3170479;Uruana de Minas ;7091;4962;5550;5815;5565;5955;6920;6972;6682;6589;3977;3903
3170503;Urucânia ;4259;4236;4224;10194;10224;10194;3264;2636;2637;3242;3138;3148
3170529;Urucuia ;1400;1512;1482;2352;2352;2272;2120;2962;2847;5455;4266;3239
3170578;Vargem Alegre ;814;884;884;357;623;376;363;440;210;164;67;73
3170602;Vargem Bonita ;970;797;740;675;711;846;1110;971;943;917;1375;1808
3170651;Vargem Grande do Rio Pardo ;1460;1580;1520;1120;1310;1060;1200;960;905;950;607;666
3170701;Varginha ;2589;2589;2509;2489;2273;2271;2132;1358;1602;604;613;678
3170750;Varjão de Minas ;11537;11170;10909;13590;11982;12458;10962;13916;16027;15258;8403;9674
3170800;Várzea da Palma ;5120;4850;4866;4759;4748;3540;4472;4560;5358;2603;2512;3873
3170909;Varzelândia ;2875;2875;2899;4346;4781;4324;4104;5036;4680;2609;1982;1572
3171006;Vazante ;4406;4406;3572;3842;1922;3672;3872;3866;8326;16119;14577;18069
3171030;Verdelândia ;2084;1924;2851;2787;774;2449;2242;1745;1333;1493;727;892
3171071;Veredinha ;318;330;528;665;675;430;430;556;653;548;524;517
3171105;Veríssimo ;11820;14281;14832;15382;12523;13166;17466;16119;23945;20156;21448;20963
3171154;Vermelho Novo ;806;832;832;790;836;820;874;866;820;388;384;424
3171204;Vespasiano ;0;0;0;0;10;0;0;0;2;2;5;5
3171303;Viçosa ;2817;2249;2249;1956;2237;2437;2252;2323;2315;694;791;912
3171402;Vieiras ;255;260;220;330;330;320;320;320;160;135;129;130
3171501;Mathias Lobato ;196;196;196;196;78;208;200;146;19;29;40;42
3171600;Virgem da Lapa ;1149;2037;1717;1490;1061;1211;1856;2311;2129;853;1374;1189
3171709;Virgínia ;2123;2153;2483;2443;2449;2490;2445;2070;1340;620;1017;977
3171808;Virginópolis ;1867;1717;1655;1898;2653;2653;2373;2978;2305;609;625;606
3171907;Virgolândia ;904;872;844;796;758;908;858;848;254;361;366;292
3172004;Visconde do Rio Branco ;1209;1729;1529;1363;1243;1220;1447;918;993;698;660;761
3172103;Volta Grande ;100;100;100;100;100;100;145;129;68;67;29;24
3172202;Wenceslau Braz ;202;202;202;202;150;200;220;218;88;25;60;73
3200102;Afonso Cláudio ;4820;4758;4042;3882;2401;2225;1117;997;572;600;969;962
3200136;Águia Branca ;560;560;640;560;530;520;240;239;121;169;109;78
3200169;Água Doce do Norte ;400;400;230;250;220;220;197;145;102;149;154;156
3200201;Alegre ;1585;1585;1505;1505;1382;1342;1114;709;1040;1043;793;790
3200300;Alfredo Chaves ;504;556;674;648;836;876;926;876;886;816;866;886
3200359;Alto Rio Novo ;205;205;120;74;86;70;63;67;56;57;50;50
3200409;Anchieta ;585;630;52;402;347;334;341;343;151;171;128;128
3200508;Apiacá ;253;255;40;227;171;145;150;76;72;148;148;84
3200607;Aracruz ;2600;2600;2580;2642;2500;2400;2540;2250;2150;985;670;600
3200706;Atílio Vivacqua ;361;323;363;363;273;138;103;103;63;53;46;41
3200805;Baixo Guandu ;1520;1520;870;870;795;675;540;415;226;120;129;129
3200904;Barra de São Francisco ;936;730;1110;1095;1053;924;736;604;244;308;280;285
3201001;Boa Esperança ;3564;3502;3597;2450;2429;2465;1678;1660;526;1844;1100;869
3201100;Bom Jesus do Norte ;56;58;15;23;13;19;22;21;24;24;12;24
3201159;Brejetuba ;393;393;150;493;526;566;615;515;495;670;670;670
3201209;Cachoeiro de Itapemirim ;1157;1212;1212;1307;1207;1010;820;760;702;710;710;720
3201308;Cariacica ;187;187;175;175;160;148;148;148;140;255;269;269
3201407;Castelo ;2605;2525;2415;2622;2619;1614;1059;1059;845;733;641;641
3201506;Colatina ;1100;1080;1250;1310;1505;1095;955;600;352;414;533;544
3201605;Conceição da Barra ;10480;10494;10454;8906;9112;11496;11541;11464;8644;7674;10835;7863
3201704;Conceição do Castelo ;2413;2415;2015;1655;1150;860;545;500;325;255;245;245
3201803;Divino de São Lourenço ;960;960;55;960;882;357;352;246;246;260;260;190
3201902;Domingos Martins ;3741;3779;3523;3489;3411;3398;4101;3597;2120;1955;1966;1326
3202009;Dores do Rio Preto ;2283;2283;41;2275;2743;2732;2735;2610;2605;2720;2450;1950
3202108;Ecoporanga ;805;765;550;294;292;293;115;89;69;77;81;83
3202207;Fundão ;440;445;370;155;122;127;105;114;116;137;145;145
3202256;Governador Lindenberg ;265;265;125;105;115;100;118;93;20;100;95;105
3202306;Guaçuí ;1340;1340;215;1335;1290;1290;1340;1311;1415;1495;1660;1660
3202405;Guarapari ;330;355;295;310;300;318;318;303;275;268;263;260
3202454;Ibatiba ;1301;1301;50;1293;1250;1250;1260;1160;1160;1230;1180;1180
3202504;Ibiraçu ;670;680;600;560;494;531;562;555;375;420;273;430
3202553;Ibitirama ;1070;1070;1053;1353;1320;1310;1312;1060;980;1100;1100;1100
3202603;Iconha ;385;285;225;122;112;108;103;75;78;77;81;80
3202652;Irupi ;767;767;12;767;811;817;827;845;827;832;732;736
3202702;Itaguaçu ;2485;2540;2540;2390;2290;2117;88;98;87;96;97;92
3202801;Itapemirim ;8030;8030;8042;8592;7590;7435;7367;7366;7071;7051;7061;7064
3202900;Itarana ;434;443;505;497;497;293;331;331;331;299;327;319
3203007;Iúna ;3060;3060;803;1780;1755;1155;985;1165;925;790;822;792
3203056;Jaguaré ;300;541;321;508;298;367;470;350;150;143;135;150
3203106;Jerônimo Monteiro ;500;500;10;475;447;425;405;12;10;38;30;30
3203130;João Neiva ;500;390;350;265;240;193;180;180;145;145;114;79
3203163;Laranja da Terra ;1010;1030;1012;1032;1032;872;657;487;420;245;277;277
3203205;Linhares ;19805;19855;18455;12728;11360;11360;14160;13423;13043;11583;11673;11673
3203304;Mantenópolis ;157;157;252;231;227;219;189;184;104;166;124;153
3203320;Marataízes ;4120;4100;4200;4250;3764;3764;3771;3721;3221;3314;3421;3421
3203346;Marechal Floriano ;480;480;480;480;435;470;515;430;410;425;315;315
3203353;Marilândia ;350;350;250;250;250;245;185;170;120;205;120;123
3203403;Mimoso do Sul ;1110;1245;1245;1245;1205;730;720;482;275;200;190;150
3203502;Montanha ;8061;9061;10056;10848;10814;10094;10123;8399;6409;3122;3713;2406
3203601;Mucurici ;3208;2600;3040;2644;2639;1898;1015;607;560;566;1302;1287
3203700;Muniz Freire ;1803;1833;130;1833;1870;1865;1987;1842;1280;1210;1210;1210
3203809;Muqui ;915;915;875;875;875;725;835;626;376;398;398;395
3203908;Nova Venécia ;2350;2300;2256;2136;2018;1826;1236;1038;468;386;343;323
3204005;Pancas ;430;310;440;370;391;406;246;267;120;102;157;162
3204054;Pedro Canário ;7855;7855;7861;10643;10679;9738;9781;9501;7922;5822;5795;4543
3204104;Pinheiros ;11412;11415;11197;10498;10774;11086;11269;11734;11424;9694;9742;8284
3204203;Piúma ;128;90;60;40;23;22;26;25;21;26;25;22
3204252;Ponto Belo ;366;361;351;281;283;222;223;306;312;314;364;358
3204302;Presidente Kennedy ;4404;4519;4699;3878;4901;3760;3789;2373;2087;1948;1838;2000
3204351;Rio Bananal ;800;847;877;842;840;410;880;760;230;373;310;310
3204401;Rio Novo do Sul ;415;415;415;192;140;195;195;195;220;140;140;140
3204500;Santa Leopoldina ;630;634;624;549;549;651;661;700;687;755;801;759
3204559;Santa Maria de Jetibá ;6184;7304;5863;7910;6860;5822;6265;5461;5245;4345;4620;4460
3204609;Santa Teresa ;2050;2050;1950;1950;1300;1300;1305;1305;502;515;532;532
3204658;São Domingos do Norte ;340;340;335;335;336;316;344;399;234;210;108;46
3204708;São Gabriel da Palha ;710;670;305;315;245;265;260;288;45;110;149;115
3204807;São José do Calçado ;310;310;80;325;325;310;310;190;295;320;320;320
3204906;São Mateus ;8270;8306;8306;6460;6214;7673;7733;11675;11375;3137;2813;2545
3204955;São Roque do Canaã ;860;860;1050;570;570;565;525;525;480;466;485;242
3205002;Serra ;81;77;52;59;39;25;28;31;30;15;25;25
3205010;Sooretama ;1283;1290;900;895;712;442;572;470;190;310;310;290
3205036;Vargem Alta ;1580;1520;1515;1520;1520;1000;705;563;368;396;316;316
3205069;Venda Nova do Imigrante ;891;1155;1125;1125;1110;820;675;650;526;520;376;376
3205101;Viana ;270;290;280;265;255;194;322;322;285;242;242;277
